time,pm2_5,pm10,carbon_dioxide,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,date
2024-02-22 07:00:00+00:00,26.8,81.3,,212.0,6.9,18.6,147.0,2024-02-22
2024-02-23 07:00:00+00:00,35.6,115.0,,288.0,10.1,31.6,189.0,2024-02-23
2024-02-24 07:00:00+00:00,28.2,50.5,,382.0,9.7,31.4,201.0,2024-02-24
2024-02-25 07:00:00+00:00,27.0,42.7,,353.0,11.3,23.7,216.0,2024-02-25
2024-02-26 07:00:00+00:00,63.6,96.2,,711.0,18.6,56.0,364.0,2024-02-26
2024-02-27 07:00:00+00:00,71.0,117.6,,690.0,13.4,38.6,381.0,2024-02-27
2024-02-28 07:00:00+00:00,76.1,119.0,,687.0,16.8,35.0,315.0,2024-02-28
2024-02-29 07:00:00+00:00,69.8,106.9,,775.0,15.2,32.0,330.0,2024-02-29
2024-03-01 07:00:00+00:00,57.3,95.0,,641.0,10.9,29.7,332.0,2024-03-01
2024-03-02 07:00:00+00:00,34.5,55.1,,272.0,8.9,25.2,158.0,2024-03-02
2024-03-03 07:00:00+00:00,22.9,66.4,,194.0,3.4,9.3,126.0,2024-03-03
2024-03-04 07:00:00+00:00,29.0,71.7,,244.0,6.2,19.2,163.0,2024-03-04
2024-03-05 07:00:00+00:00,38.0,62.4,,403.0,12.0,40.8,235.0,2024-03-05
2024-03-06 07:00:00+00:00,38.1,62.2,,432.0,9.0,43.2,225.0,2024-03-06
2024-03-07 07:00:00+00:00,40.5,63.8,,420.0,12.3,39.1,275.0,2024-03-07
2024-03-08 07:00:00+00:00,29.5,62.4,,369.0,11.1,22.0,232.0,2024-03-08
2024-03-09 07:00:00+00:00,28.3,52.2,,429.0,12.3,23.6,248.0,2024-03-09
2024-03-10 07:00:00+00:00,35.2,59.8,,451.0,13.0,32.2,275.0,2024-03-10
2024-03-11 07:00:00+00:00,42.8,72.6,,490.0,13.2,34.0,283.0,2024-03-11
2024-03-12 07:00:00+00:00,34.9,67.8,,456.0,12.1,28.5,266.0,2024-03-12
2024-03-13 07:00:00+00:00,27.4,60.1,,247.0,7.2,18.1,152.0,2024-03-13
2024-03-14 07:00:00+00:00,28.2,71.7,,251.0,7.3,19.5,158.0,2024-03-14
2024-03-15 07:00:00+00:00,45.9,120.6,,247.0,6.8,21.4,177.0,2024-03-15
2024-03-16 07:00:00+00:00,48.4,99.9,,353.0,10.5,37.4,246.0,2024-03-16
2024-03-17 07:00:00+00:00,58.2,116.6,,425.0,12.7,44.3,272.0,2024-03-17
2024-03-18 07:00:00+00:00,50.5,98.5,,427.0,12.0,45.8,275.0,2024-03-18
2024-03-19 07:00:00+00:00,51.0,89.2,,499.0,11.2,42.0,322.0,2024-03-19
2024-03-20 07:00:00+00:00,46.4,68.2,,574.0,14.0,27.2,335.0,2024-03-20
2024-03-21 07:00:00+00:00,57.4,84.1,,631.0,12.5,24.1,342.0,2024-03-21
2024-03-22 07:00:00+00:00,46.4,78.0,,398.0,7.5,20.9,183.0,2024-03-22
2024-03-23 07:00:00+00:00,59.8,107.1,,606.0,14.9,50.0,371.0,2024-03-23
2024-03-24 07:00:00+00:00,33.2,69.6,,338.0,13.4,35.8,198.0,2024-03-24
2024-03-25 07:00:00+00:00,22.1,46.1,,295.0,10.1,23.4,192.0,2024-03-25
2024-03-26 07:00:00+00:00,32.1,61.0,,341.0,14.8,35.2,226.0,2024-03-26
2024-03-27 07:00:00+00:00,29.7,61.9,,309.0,18.1,32.7,184.0,2024-03-27
2024-03-28 07:00:00+00:00,27.7,57.0,,292.0,14.1,31.5,167.0,2024-03-28
2024-03-29 07:00:00+00:00,29.6,62.2,,276.0,11.6,25.4,194.0,2024-03-29
2024-03-30 07:00:00+00:00,35.3,93.8,,275.0,10.5,24.3,182.0,2024-03-30
2024-03-31 07:00:00+00:00,29.4,54.4,,298.0,7.6,16.9,186.0,2024-03-31
2024-04-01 07:00:00+00:00,35.5,68.7,,299.0,8.3,23.4,198.0,2024-04-01
2024-04-02 07:00:00+00:00,47.1,97.8,,318.0,9.5,32.7,238.0,2024-04-02
2024-04-03 07:00:00+00:00,49.6,112.0,,356.0,11.5,39.7,263.0,2024-04-03
2024-04-04 07:00:00+00:00,33.4,77.1,,251.0,6.3,19.2,182.0,2024-04-04
2024-04-05 07:00:00+00:00,35.3,70.3,,332.0,8.7,25.4,235.0,2024-04-05
2024-04-06 07:00:00+00:00,37.8,72.2,,410.0,10.2,23.8,268.0,2024-04-06
2024-04-07 07:00:00+00:00,33.3,78.2,,331.0,8.6,23.2,222.0,2024-04-07
2024-04-08 07:00:00+00:00,30.4,66.4,,279.0,8.0,27.7,227.0,2024-04-08
2024-04-09 07:00:00+00:00,38.5,80.6,,353.0,10.3,33.6,269.0,2024-04-09
2024-04-10 07:00:00+00:00,34.5,70.5,,317.0,12.7,36.8,223.0,2024-04-10
2024-04-11 07:00:00+00:00,40.6,79.2,,355.0,10.2,33.9,268.0,2024-04-11
2024-04-12 07:00:00+00:00,32.1,63.1,,279.0,8.1,28.1,214.0,2024-04-12
2024-04-13 07:00:00+00:00,28.3,61.9,,220.0,5.7,21.3,165.0,2024-04-13
2024-04-14 07:00:00+00:00,35.3,61.2,,283.0,11.6,40.2,217.0,2024-04-14
2024-04-15 07:00:00+00:00,38.3,70.8,,422.0,11.1,30.6,314.0,2024-04-15
2024-04-16 07:00:00+00:00,34.3,60.1,,434.0,10.4,17.8,290.0,2024-04-16
2024-04-17 07:00:00+00:00,25.0,56.9,,262.0,8.8,18.2,159.0,2024-04-17
2024-04-18 07:00:00+00:00,23.1,57.4,,205.0,6.0,16.9,130.0,2024-04-18
2024-04-19 07:00:00+00:00,26.5,52.4,,217.0,10.5,20.5,136.0,2024-04-19
2024-04-20 07:00:00+00:00,33.4,67.8,,304.0,8.6,21.6,198.0,2024-04-20
2024-04-21 07:00:00+00:00,29.2,59.5,,248.0,5.6,18.7,188.0,2024-04-21
2024-04-22 07:00:00+00:00,25.4,48.9,,241.0,4.8,15.8,174.0,2024-04-22
2024-04-23 07:00:00+00:00,31.3,65.9,,261.0,6.8,21.2,196.0,2024-04-23
2024-04-24 07:00:00+00:00,29.8,63.1,,216.0,5.7,17.6,168.0,2024-04-24
2024-04-25 07:00:00+00:00,26.1,54.5,,214.0,5.2,17.8,176.0,2024-04-25
2024-04-26 07:00:00+00:00,28.5,55.2,,260.0,7.0,21.0,196.0,2024-04-26
2024-04-27 07:00:00+00:00,27.4,55.1,,257.0,7.0,21.0,200.0,2024-04-27
